Name,Age,Gender,City,Food_Preference,Sleep_Schedule,Cleanliness_Level,Smoking_Drinking,Personality_Description,Ideal_Roommate,Summary
User4185,24,Female,Lucknow,Vegetarian,Early riser,Messy,Occasionally,"Introverted, enjoys quiet time, loves reading novels","Friendly, okay with music, respects privacy","Their hobbies and interests include reading, listening to music, watching movies, and cooking.  
They are currently studying for a degree in English Literature and enjoy discussing literature and poetry.

They are looking for a roommate who is friendly and respectful of their privacy, enjoys music, and is open to occasional socializing. They prefer a roommate who is clean and tidy, but understand that they themselves are a bit messy. 

Overall, User4185 is a quiet and introverted individual who values their personal space but also enjoys meaningful conversations and sharing interests with their roommate."
User7965,21,Male,Ahmedabad,Non-Vegetarian,Early riser,Messy,Yes,"Extroverted, loves socializing, watches late-night IPL","Minimalist, prefers clean and peaceful room","Their hobbies/interests include playing cricket, watching movies, and exploring new restaurants. They are currently pursuing a degree in Business Administration and are looking for a roommate who is focused on their studies and respects personal space. They are open to sharing common areas and responsibilities in the household."
User3184,25,Other,Ahmedabad,Eggetarian,Flexible,Moderately Clean,No,"Enjoys movies, keeps shared areas clean","Night owl, enjoys late-night discussions","Overall, User3184 seems to be a responsible and social individual who values cleanliness and enjoys engaging in late-night discussions. They would be a great match for a roommate who shares similar interests and habits."
User7991,26,Female,Bangalore,Eggetarian,Night owl,Moderately Clean,No,"Loves cooking, listens to music while studying",Enjoys shared meals and group chats,"🏠 Roommate Preferences:

- Enjoys shared meals and group chats
- Non-smoker and non-drinker
- Respectful of cleanliness and personal space
- Open to occasional cooking together
- Prefers a night owl sleep routine like me"
User9540,25,Other,Hyderabad,Non-Vegetarian,Night owl,Very Clean,Occasionally,"Minimalist, avoids clutter, prefers peaceful environment","Similar sleep schedule, respectful of boundaries","Their hobbies/interests include: Reading, gaming, cooking, and watching movies.  
They are currently studying Business Management at a local university.  
They are looking for a roommate in the Hyderabad area to share a peaceful living space with."
User5451,23,Female,Ahmedabad,Vegetarian,Early riser,Very Clean,Yes,"Spiritual, practices yoga, needs silence in mornings","Clean and organized, no frequent guests","Their interests include:
- Yoga and meditation
- Reading and studying
- Cooking and trying new vegetarian recipes
- Exploring nature and going on hikes

They are studying towards a degree in Psychology and are passionate about mental health and well-being. They are looking for a roommate who is respectful of their space and values a peaceful living environment."
User4505,19,Female,Lucknow,Non-Vegetarian,Flexible,Moderately Clean,No,"Introverted, enjoys quiet time, loves reading novels","Similar sleep schedule, respectful of boundaries",They are currently studying at a local university and are looking for a roommate who is also a student or working professional. They are open to sharing household responsibilities and prefer a peaceful and harmonious living environment.
User7883,24,Other,Delhi,Eggetarian,Night owl,Moderately Clean,Yes,"Late night gamer, loves anime and group activities",Enjoys shared meals and group chats,"They are open to living with someone who is social and enjoys spending time together, whether it be through shared meals or group activities. They also seem to value cleanliness to a moderate extent."
User7389,24,Other,Ahmedabad,Eggetarian,Early riser,Moderately Clean,Yes,"Minimalist, avoids clutter, prefers peaceful environment","Open-minded, talkative, doesn't mind visitors",They are open to living with any gender and are looking for a roommate who is respectful of their space and belongings. They value communication and a harmonious living environment.
User8956,18,Female,Pune,Eggetarian,Flexible,Moderately Clean,Occasionally,"Focused student, prefers early mornings and chai","Minimalist, prefers clean and peaceful room","Their hobbies and interests include reading, painting, and cooking. They are also a fan of indie music and love exploring new cafes in the city.

In terms of living preferences, they prefer a quiet and organized living space with minimal clutter. They value open communication and respect each other's privacy and boundaries.

Overall, User8956 is a responsible and focused individual who is looking for a like-minded roommate to share a peaceful and harmonious living environment."
User3091,27,Other,Delhi,Non-Vegetarian,Flexible,Messy,Occasionally,"Introverted, enjoys quiet time, loves reading novels","Friendly, okay with music, respects privacy","🏡 Housing Preferences:
- Preferred accommodation: Apartment
- Budget: Flexible
- Preferred location: Delhi, close to public transportation
- Move-in date: Flexible

👫 Roommate Preferences:
- Age: 25-35
- Gender: Any
- Cleanliness: Tolerant of a messy roommate
- Lifestyle: Non-vegetarian, occasional smoker/drinker
- Personality: Friendly, respects privacy, enjoys music

📚 Education:
- Currently pursuing a degree in an unspecified field

💼 Employment:
- Occupation: Not specified
- Work schedule: Not specified

🌟 Interests:
- Reading novels
- Quiet time
- Music

🔒 Additional Preferences:
- Not specified"
User8022,20,Female,Bangalore,Vegetarian,Night owl,Moderately Clean,No,"Loves cooking, listens to music while studying","Minimalist, prefers clean and peaceful room","🎯 Roommate Preferences:

- Age: 20-25 years old
- Gender: Female
- Diet: Vegetarian
- Sleep Routine: Night owl
- Cleanliness Level: Moderately Clean
- Smoking/Drinking: Non-smoker, Non-drinker
- Personality: Loves cooking, enjoys listening to music while studying
- Ideal Roommate: Minimalist, values cleanliness and a peaceful living environment"
User6355,23,Female,Chennai,Non-Vegetarian,Night owl,Very Clean,No,"Introverted, enjoys quiet time, loves reading novels","Night owl, enjoys late-night discussions","🏠 Preferred Living Arrangement:
User6355 prefers a quiet and clean living environment. They enjoy their personal space and would appreciate a roommate who values a peaceful and tidy living space.

💼 Occupation:
User6355 is currently a student pursuing their studies in Chennai.

🌟 Hobbies & Interests:
User6355 loves reading novels in their free time. They also enjoy spending time alone and engaging in quiet activities. Additionally, they may be interested in late-night discussions with their roommate.

👥 Compatibility Preferences:
User6355 is looking for a roommate who shares their night owl sleep routine and enjoys late-night discussions. They would likely get along well with someone who values quiet time and respects personal space.

🔍 Additional Information:
User6355 is a non-smoker and non-drinker. They follow a non-vegetarian diet and prioritize cleanliness in their living space. Overall, they are seeking a compatible roommate who aligns with their lifestyle preferences and values."
